delta,alpha,estimated_renyi,last_epoch_estimate,theoretical_renyi,abs_error,rel_error,best_epoch
0.5,2.0,0.01485598087310791,-0.1253107786178589,0.25,0.2351440191268921,-0.9405760765075684,1
0.5,3.0,0.3707771301269531,0.3707771301269531,0.375,0.004222869873046875,-0.011260986328125,5
