dataset,model,epsilon,run_name,used_seeds,missing_seeds,n_seeds,losses_in_n,losses_in_shapiro_w,losses_in_shapiro_p,losses_in_anderson_a2,losses_in_anderson_crit_5pct,losses_in_anderson_decision_5pct,losses_in_gaussian_mean,losses_in_gaussian_std,losses_out_n,losses_out_shapiro_w,losses_out_shapiro_p,losses_out_anderson_a2,losses_out_anderson_crit_5pct,losses_out_anderson_decision_5pct,losses_out_gaussian_mean,losses_out_gaussian_std
cifar10_half,cnn,2.0,cifar10_half_cnn_eps2.0,"5,6,7,9,16",,5,500,0.9979380680966985,0.8104103826005804,0.20335406623684094,0.781,fail_to_reject_normality,-5.625525251626969,1.24857287441173,500,0.996032023276701,0.24378564042786227,0.49953807067674916,0.781,fail_to_reject_normality,-6.027059506893158,1.2415703431706282
cifar10_half,cnn,4.38,cifar10_half_cnn_eps4.38,"5,6,7,9,16",,5,500,0.9969466476173602,0.47435324685781693,0.5007243819518976,0.781,fail_to_reject_normality,-5.3464304404258725,0.8538148490144005,500,0.9970484944043805,0.5068688310264817,0.43845552845453994,0.781,fail_to_reject_normality,-5.937224041461945,0.8629916262703929
cifar10_half,cnn,6.57,cifar10_half_cnn_eps6.57,"5,6,7,9,16",,5,500,0.9975068035718259,0.6638036479855269,0.3749625168533157,0.781,fail_to_reject_normality,-5.278091641426086,0.7105331657157306,500,0.9979346787353944,0.8093385605015946,0.24058330925197424,0.781,fail_to_reject_normality,-5.930085159301758,0.7266572286889622
cifar10_half,cnn,10.0,cifar10_half_cnn_eps10.0,"5,6,7,9,16",,5,500,0.9970545729255235,0.5088454970974903,0.360379001449985,0.781,fail_to_reject_normality,-5.233978459358215,0.612163051794635,500,0.9973239429696639,0.5997597181331981,0.2952150680971499,0.781,fail_to_reject_normality,-5.924566233634949,0.6353991589050995
