group_root,dataset,alpha,seed_block,dp_eps,theoretical_rdp_eps,losses_in_count,losses_out_count,dv_epochs,dv_batch_size,dv_lr,dv_ema_rate,nearly_tight_dp_mean,nearly_tight_rdp_mean,dv_qp_raw,dv_pq_raw,dv_selected_raw,dv_scaled_alpha,closed_qp_raw,closed_pq_raw,closed_selected_raw,closed_scaled_alpha,closed_qp_mu0,closed_qp_var0,closed_qp_mu1,closed_qp_var1,closed_pq_mu0,closed_pq_var0,closed_pq_mu1,closed_pq_var1
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,5-9,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.7524141164958026,0.04559478792702072,0.14857244491577148,0.1267228126525879,0.14857244491577148,0.29714488983154297,0.20155634074954815,0.20376635080080863,0.20376635080080863,0.40753270160161725,-4.701251766204834,1.5159943959225548,-5.256025320529938,1.5215150996348863,-5.256025320529938,1.5215150996348863,-4.701251766204834,1.5159943959225548
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,10-14,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.8303982915087851,0.07999518626809408,0.03409457206726074,0.14014005661010742,0.14014005661010742,0.28028011322021484,0.16259849887119857,0.2260110675872753,0.2260110675872753,0.4520221351745506,-4.923017281293869,1.51971377186501,-5.465573569059372,1.6965019720266754,-5.465573569059372,1.6965019720266754,-4.923017281293869,1.51971377186501
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,15-19,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.7833103448490982,0.053070196501817025,0.13460075855255127,0.12784481048583984,0.13460075855255127,0.26920151710510254,0.18782578307603884,0.23916068009020322,0.23916068009020322,0.47832136018040644,-4.657340442180634,1.512277922846847,-5.228671745300293,1.639221696632437,-5.228671745300293,1.639221696632437,-4.657340442180634,1.512277922846847
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,20-24,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.6643473539459366,0.052388661475539944,0.09286880493164062,0.08652281761169434,0.09286880493164062,0.18573760986328125,0.1276276724871827,0.14314357343234524,0.14314357343234524,0.2862871468646905,-4.601773005485534,1.7874097654606684,-5.0963080534935,1.8571499189784817,-5.0963080534935,1.8571499189784817,-4.601773005485534,1.7874097654606684
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,5-9,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,3.0384997356171852,0.5500989105988723,0.611508846282959,0.4775104522705078,0.611508846282959,1.223017692565918,0.8484340442686846,0.8238269918104175,0.8484340442686846,1.6968680885373693,-4.1624343318939205,0.5774868254296075,-4.8555186014175415,0.5718492852092122,-4.8555186014175415,0.5718492852092122,-4.1624343318939205,0.5774868254296075
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,10-14,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,2.94777614804253,0.5160632962932741,0.37185144424438477,0.6428437232971191,0.6428437232971191,1.2856874465942383,0.6763223710762541,1.0476380827912142,1.0476380827912142,2.0952761655824284,-4.397771952629089,0.5974081122199533,-5.120581925868988,0.6902335132196996,-5.120581925868988,0.6902335132196996,-4.397771952629089,0.5974081122199533
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,15-19,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,3.1624033885776797,0.5720780762914647,0.34433770179748535,0.6288752555847168,0.6288752555847168,1.2577505111694336,0.7161561928777996,1.1126737996760527,1.1126737996760527,2.2253475993521055,-4.139968965530396,0.5311233643152139,-4.842074081420899,0.6142235455825534,-4.842074081420899,0.6142235455825534,-4.139968965530396,0.5311233643152139
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,20-24,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,2.654747728129552,0.42928386016346876,0.40102720260620117,0.4856438636779785,0.4856438636779785,0.971287727355957,0.6131740836313828,0.854667073148036,0.854667073148036,1.709334146296072,-4.042972220897674,0.6414089421465228,-4.736170482158661,0.7160607008381681,-4.736170482158661,0.7160607008381681,-4.042972220897674,0.6414089421465228
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,5-9,6.57,1.998481226493639,500,500,250,400,0.0001,1.0,4.95606481197037,1.2490537568913154,0.6826117038726807,0.9092912673950195,0.9092912673950195,1.818582534790039,1.5158301870262876,1.5984925594784753,1.5984925594784753,3.1969851189569507,-4.035458179950714,0.34165202713125026,-4.767799868583679,0.3477517656872021,-4.767799868583679,0.3477517656872021,-4.035458179950714,0.34165202713125026
exp_data/dataset_size/100samples,cifar10_half_cnn,2.0,10-14,6.57,1.998481226493639,500,500,250,400,0.0001,1.0,4.77205411846627,1.1781876042877582,0.704444408416748,1.0909991264343262,1.0909991264343262,2.1819982528686523,1.310187339460915,2.0122488117212565,2.0122488117212565,4.024497623442513,-4.269000160694122,0.352548570307312,-5.042421919822693,0.4060932588646329,-5.042421919822693,0.4060932588646329,-4.269000160694122,0.352548570307312
