group_root,dataset,alpha,seed_block,dp_eps,theoretical_rdp_eps,losses_in_count,losses_out_count,dv_epochs,dv_batch_size,dv_lr,dv_ema_rate,nearly_tight_dp_mean,nearly_tight_rdp_mean,dv_qp_raw,dv_pq_raw,dv_selected_raw,dv_scaled_alpha,closed_qp_raw,closed_pq_raw,closed_selected_raw,closed_scaled_alpha,closed_qp_mu0,closed_qp_var0,closed_qp_mu1,closed_qp_var1,closed_pq_mu0,closed_pq_var0,closed_pq_mu1,closed_pq_var1
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,5-9,2.0,0.25155409545271024,500,500,750,400,0.0001,1.0,1.8875665752036581,0.26967561009458646,0.3040189743041992,0.29570627212524414,0.3040189743041992,0.6080379486083984,0.346194772518576,0.4117424120589686,0.4117424120589686,0.8234848241179372,-2.5603169767856597,0.08300037927724277,-2.7392154524326324,0.08793522924102674,-2.7392154524326324,0.08793522924102674,-2.5603169767856597,0.08300037927724277
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,10-14,2.0,0.25155409545271024,500,500,750,400,0.0001,1.0,0.7737887364074011,0.05238894947884957,0.09924483299255371,0.10821294784545898,0.10821294784545898,0.21642589569091797,0.18533930321027284,0.2131890315130636,0.2131890315130636,0.4263780630261272,-2.7078162684440614,0.08588512341586543,-2.8395026054382324,0.08998940115531022,-2.8395026054382324,0.08998940115531022,-2.7078162684440614,0.08588512341586543
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,15-19,2.0,0.25155409545271024,500,500,750,400,0.0001,1.0,1.1441596547334756,0.12352540471226028,0.24628305435180664,0.3001570701599121,0.3001570701599121,0.6003141403198242,0.25623836178265463,0.29819144194379205,0.29819144194379205,0.5963828838875841,-2.6922027146816254,0.09055708975427078,-2.851852915763855,0.09525093533125048,-2.851852915763855,0.09525093533125048,-2.6922027146816254,0.09055708975427078
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,20-24,2.0,0.25155409545271024,500,500,750,400,0.0001,1.0,1.4503650800717272,0.1593730079233977,0.04757857322692871,-3.0538864135742188,0.04757857322692871,0.09515714645385742,0.3414231671719391,0.41319613218175005,0.41319613218175005,0.8263922643635001,-2.580797955751419,0.08921185572234078,-2.7659030380249026,0.09506458790368504,-2.7659030380249026,0.09506458790368504,-2.580797955751419,0.08921185572234078
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,5-9,4.38,1.001113903602003,500,500,750,400,0.0001,1.0,4.3180675034559135,1.0180378451149052,0.7802743911743164,0.7159528732299805,0.7802743911743164,1.5605487823486328,1.0010120946198449,1.2636636868307327,1.2636636868307327,2.5273273736614654,-2.5350294933319093,0.021875803254434324,-2.6942554483413694,0.023636844669515357,-2.6942554483413694,0.023636844669515357,-2.5350294933319093,0.021875803254434324
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,10-14,4.38,1.001113903602003,500,500,750,400,0.0001,1.0,3.364673298767122,0.6426868404825383,0.72705078125,0.4790802001953125,0.72705078125,1.4541015625,0.7644909979840064,0.8583390485681012,0.8583390485681012,1.7166780971362023,-2.6671187319755556,0.022940168100956684,-2.8045927181243897,0.023842251056144736,-2.8045927181243897,0.023842251056144736,-2.6671187319755556,0.022940168100956684
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,15-19,4.38,1.001113903602003,500,500,750,400,0.0001,1.0,3.4755932917534116,0.6964225541902819,0.8610134124755859,0.9368858337402344,0.9368858337402344,1.8737716674804688,0.9072411117206219,0.9587475772885847,0.9587475772885847,1.9174951545771695,-2.66027584028244,0.024605356977896484,-2.8124204969406126,0.025062373695376002,-2.8124204969406126,0.025062373695376002,-2.66027584028244,0.024605356977896484
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,20-24,4.38,1.001113903602003,500,500,750,400,0.0001,1.0,3.77141832188392,0.8005197777794126,0.34473323822021484,-0.7574653625488281,0.34473323822021484,0.6894664764404297,0.937104115866629,1.3657707964623944,1.3657707964623944,2.731541592924789,-2.5645479345321656,0.022644496090237703,-2.7277997999191284,0.025647739289289886,-2.7277997999191284,0.025647739289289886,-2.5645479345321656,0.022644496090237703
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,5-9,6.57,1.998481226493639,500,500,750,400,0.0001,1.0,4.97179913921201,1.2553279540472733,0.5981626510620117,1.0110435485839844,1.0110435485839844,2.0220870971679688,1.1993260971626396,1.7259835102688181,1.7259835102688181,3.4519670205376363,-2.534619350910187,0.012861864241857078,-2.6734259486198426,0.014507055986150107,-2.6734259486198426,0.014507055986150107,-2.534619350910187,0.012861864241857078
exp_data/dataset_size/1000samples,mnist_half_cnn,2.0,10-14,6.57,1.998481226493639,500,500,750,400,0.0001,1.0,5.700550892688705,1.6243407413056783,0.6073064804077148,0.8995323181152344,0.8995323181152344,1.7990646362304688,1.6527839550404897,1.6228525441468995,1.6527839550404897,3.3055679100809794,-2.651155339241028,0.013220858356614535,-2.79807559967041,0.013140564794533795,-2.79807559967041,0.013140564794533795,-2.651155339241028,0.013220858356614535
