dp_eps,theoretical_rdp_eps,num_seed_blocks,nearly_tight_rdp_mean,nearly_tight_rdp_std,dv_scaled_alpha_mean,dv_scaled_alpha_std,closed_scaled_alpha_mean,closed_scaled_alpha_std
2.0,0.25155409545271024,4,0.1512407430522735,0.0906141426328302,0.3799837827682495,0.263585257677804,0.6681595088487872,0.1938845961873169
4.38,1.001113903602003,4,0.7894167543917845,0.16590003933966538,1.3944721221923828,0.5026258190262908,2.2232605545749067,0.48336477269099964
6.57,1.998481226493639,4,1.3801718158108391,0.16578185217313138,2.31777286529541,0.4929763106894193,3.5945061017536997,0.29808720378275744
10.0,4.001782675480503,4,2.949829983119121,0.24640060663277102,3.040024757385254,0.43972082772993,6.139324708104596,0.7542166347621875
17.85,9.994336555994032,4,7.165282759112135,0.49546742811782774,3.243671417236328,0.45731642055170746,10.740280043938196,2.018864578002476
