dp_eps,theoretical_rdp_eps,num_seed_blocks,nearly_tight_rdp_mean,nearly_tight_rdp_std,dv_scaled_alpha_mean,dv_scaled_alpha_std,closed_scaled_alpha_mean,closed_scaled_alpha_std
2.0,0.25155409545271024,4,0.1338515453428471,0.06982412154181247,0.2179555892944336,0.10628841607426176,0.5137337843153019,0.08603375534575877
4.38,1.001113903602003,4,0.5434287163159568,0.09353330724053333,0.3660717010498047,0.061155746025481655,1.9834781992119177,0.2134793918416774
6.57,1.998481226493639,4,1.1658816702212262,0.11385801944612521,0.34245777130126953,0.09179131402335959,3.9249054744693423,0.3778946239183497
10.0,4.001782675480503,4,2.5476585301865935,0.2222666345205969,0.40338897705078125,0.027889306408346682,7.830956410563939,0.7200825504371767
17.85,9.994336555994032,4,6.521622267755251,0.571067400206619,0.3538322448730469,0.02711631607886776,19.47441115455135,1.7517498072819508
