group_root,dataset,alpha,seed_block,dp_eps,theoretical_rdp_eps,losses_in_count,losses_out_count,dv_epochs,dv_batch_size,dv_lr,dv_ema_rate,nearly_tight_dp_mean,nearly_tight_rdp_mean,dv_qp_raw,dv_pq_raw,dv_selected_raw,dv_scaled_alpha,closed_qp_raw,closed_pq_raw,closed_selected_raw,closed_scaled_alpha,closed_qp_mu0,closed_qp_var0,closed_qp_mu1,closed_qp_var1,closed_pq_mu0,closed_pq_var0,closed_pq_mu1,closed_pq_var1
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,15-19,6.57,1.998481226493639,500,500,250,400,0.0001,1.0,2.180377876775361,0.3090455260195982,0.049802303314208984,0.37099170684814453,0.37099170684814453,0.7419834136962891,0.6217958330677674,0.5864594203311344,0.6217958330677674,1.2435916661355348,-6.313247063398361,3.875235616956029,-7.835028663635254,3.800401008714447,-7.835028663635254,3.800401008714447,-6.313247063398361,3.875235616956029
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,20-24,6.57,1.998481226493639,500,500,250,400,0.0001,1.0,2.0621369749154232,0.28505269896213414,3.2678680419921875,0.2698862552642822,3.2678680419921875,6.535736083984375,0.7348032844300344,0.4319699283912311,0.7348032844300344,1.4696065688600688,-6.330208084106445,4.495510951303247,-7.808585803031922,3.773661384103252,-7.808585803031922,3.773661384103252,-6.330208084106445,4.495510951303247
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,5-9,10.0,4.001782675480503,500,500,250,400,0.0001,1.0,4.452985125502806,1.0392521275493498,8.424365997314453,3.1492176055908203,8.424365997314453,16.848731994628906,1.3044964096596485,1.7604075715491614,1.7604075715491614,3.5208151430983228,-5.023421925872564,3.0255498936839893,-7.2040087809562685,3.3416003611381675,-7.2040087809562685,3.3416003611381675,-5.023421925872564,3.0255498936839893
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,10-14,10.0,4.001782675480503,500,500,250,400,0.0001,1.0,4.260098246319958,0.9663406662591397,2.21873140335083,4.738044738769531,4.738044738769531,9.476089477539062,1.5342590685952153,1.6202209312178648,1.6202209312178648,3.2404418624357296,-5.436988348841667,3.1717685619833746,-7.682923101425171,3.2299208133462645,-7.682923101425171,3.2299208133462645,-5.436988348841667,3.1717685619833746
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,15-19,10.0,4.001782675480503,500,500,250,400,0.0001,1.0,4.5581201162129075,1.0907623463718716,1.385392189025879,1.5942363739013672,1.5942363739013672,3.1884727478027344,1.582692110281741,1.7893510557815664,1.7893510557815664,3.578702111563133,-4.913129795312882,3.203081603312597,-7.256134114265442,3.3367027020429725,-7.256134114265442,3.3367027020429725,-4.913129795312882,3.203081603312597
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,20-24,10.0,4.001782675480503,500,500,250,400,0.0001,1.0,4.541364067038009,1.0793234577953907,6.292859077453613,0.9528841972351074,6.292859077453613,12.585718154907227,1.747201971739704,1.2952196900821573,1.747201971739704,3.494403943479408,-5.097905236184597,3.2296017945922295,-7.233871470928192,2.9245186406673693,-7.233871470928192,2.9245186406673693,-5.097905236184597,3.2296017945922295
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,5-9,17.85,9.994336555994032,500,500,250,400,0.0001,1.0,9.85658304762627,3.9207725468694727,3.6449904441833496,3.042715072631836,3.6449904441833496,7.289980888366699,2.633507368903947,10.075617527763953,10.075617527763953,20.151235055527906,-3.442520186945796,2.0089363902004362,-6.640455602645874,2.988991204843812,-6.640455602645874,2.988991204843812,-3.442520186945796,2.0089363902004362
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,10-14,17.85,9.994336555994032,500,500,250,400,0.0001,1.0,9.617137614541539,3.7988168744622106,2.2938051223754883,10.875556945800781,10.875556945800781,21.751113891601562,3.4078979154434696,6.705356076331676,6.705356076331676,13.410712152663352,-4.092396400034428,2.279103512935413,-7.482894496917725,2.8359304013898057,-7.482894496917725,2.8359304013898057,-4.092396400034428,2.279103512935413
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,15-19,17.85,9.994336555994032,500,500,250,400,0.0001,1.0,10.284902340703097,4.200281629708671,2.066586494445801,1.700965404510498,2.066586494445801,4.133172988891602,3.9383662694406527,8.44339444320268,8.44339444320268,16.88678888640536,-3.2986051661372184,1.8015038408164779,-6.608012500047684,2.299736970178944,-6.608012500047684,2.299736970178944,-3.2986051661372184,1.8015038408164779
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,20-24,17.85,9.994336555994032,500,500,250,400,0.0001,1.0,9.537700807011008,3.726938520227661,3.108820915222168,2.932028293609619,3.108820915222168,6.217641830444336,4.485391609538418,6.009667345816214,6.009667345816214,12.019334691632428,-3.4923514592647553,1.9762844182049715,-6.757119501113892,2.1774367503756427,-6.757119501113892,2.1774367503756427,-3.4923514592647553,1.9762844182049715
