group_root,dataset,alpha,seed_block,dp_eps,theoretical_rdp_eps,losses_in_count,losses_out_count,dv_epochs,dv_batch_size,dv_lr,dv_ema_rate,nearly_tight_dp_mean,nearly_tight_rdp_mean,dv_qp_raw,dv_pq_raw,dv_selected_raw,dv_scaled_alpha,closed_qp_raw,closed_pq_raw,closed_selected_raw,closed_scaled_alpha,closed_qp_mu0,closed_qp_var0,closed_qp_mu1,closed_qp_var1,closed_pq_mu0,closed_pq_var0,closed_pq_mu1,closed_pq_var1
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,5-9,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.11916655361453252,0.005578425343206618,-0.07019758224487305,-0.061145782470703125,-0.061145782470703125,0.0,0.015827194935128477,0.021632994069998586,0.021632994069998586,0.04326598813999717,-5.186392885051668,8.590869835761366,-5.507022387934849,9.669701241794034,-5.507022387934849,9.669701241794034,-5.186392885051668,8.590869835761366
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,10-14,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.06868781666846255,0.0014830738920103173,-0.0361940860748291,-0.046007633209228516,-0.0361940860748291,0.0,0.006162979065420806,0.006051733383208024,0.006162979065420806,0.012325958130841612,-5.406452593140304,8.840682779599458,-5.638103961998596,8.7871136342142,-5.638103961998596,8.7871136342142,-5.406452593140304,8.840682779599458
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,15-19,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.07366278457216283,0.001986381917809664,0.013426542282104492,0.008636713027954102,0.013426542282104492,0.026853084564208984,0.02255198565099592,0.01968206140409809,0.02255198565099592,0.04510397130199184,-5.3222585914433,8.386081032007771,-5.7267235293611884,8.008392242658852,-5.7267235293611884,8.008392242658852,-5.3222585914433,8.386081032007771
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,20-24,2.0,0.25155409545271024,500,500,250,400,0.0001,1.0,0.12413212156794846,0.00601163597243926,0.00833439826965332,0.01960897445678711,0.01960897445678711,0.03921794891357422,0.002696429167873821,0.0031320852240231062,0.0031320852240231062,0.0062641704480462124,-5.59483248475939,8.914686158658922,-5.5190107723921535,9.536533461672654,-5.5190107723921535,9.536533461672654,-5.59483248475939,8.914686158658922
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,5-9,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,1.0436130851027585,0.10419975472757884,0.23545050621032715,-0.05236196517944336,0.23545050621032715,0.4709010124206543,0.21888337889673376,0.18459409126186418,0.21888337889673376,0.4377667577934675,-7.407298067569733,5.278879534144827,-8.4171326751709,4.987279118963227,-8.4171326751709,4.987279118963227,-7.407298067569733,5.278879534144827
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,10-14,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,0.8818170678989683,0.0740670666376832,0.060584068298339844,0.04658174514770508,0.060584068298339844,0.12116813659667969,0.19152249805922172,0.20680254679162305,0.20680254679162305,0.4136050935832461,-7.50006334066391,5.149592032790312,-8.51773730993271,5.2830667503888,-8.51773730993271,5.2830667503888,-7.50006334066391,5.149592032790312
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,15-19,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,1.5685181173490017,0.1726232264146701,0.25844573974609375,0.14290666580200195,0.25844573974609375,0.5168914794921875,0.36099623103536416,0.22345501561233058,0.36099623103536416,0.7219924620707283,-7.07243429517746,5.628165265918872,-8.24380641913414,4.79804513050443,-8.24380641913414,4.79804513050443,-7.07243429517746,5.628165265918872
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,20-24,4.38,1.001113903602003,500,500,250,400,0.0001,1.0,0.6554329280314624,0.06490144854147831,-0.016538619995117188,0.10441827774047852,0.10441827774047852,0.20883655548095703,0.20808455677024398,0.14334338582234152,0.20808455677024398,0.41616911354048797,-7.318503729581833,5.664283613415879,-8.247663294792176,4.999526165745745,-8.247663294792176,4.999526165745745,-7.318503729581833,5.664283613415879
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,5-9,6.57,1.998481226493639,500,500,250,400,0.0001,1.0,2.096273941605177,0.3004457602915216,0.3495674133300781,0.2439441680908203,0.3495674133300781,0.6991348266601562,0.5329587506836304,0.4815091982469915,0.5329587506836304,1.0659175013672608,-6.430848098754883,4.133101103884892,-7.864010960578918,3.99563100378283,-7.864010960578918,3.99563100378283,-6.430848098754883,4.133101103884892
exp_data/max_grad_norm/10.0,cifar10_half_cnn,2.0,10-14,6.57,1.998481226493639,500,500,250,400,0.0001,1.0,2.2870363154444577,0.33098855768913793,0.0993049144744873,0.7172532081604004,0.7172532081604004,1.4345064163208008,0.6904529975931799,0.610613571897039,0.6904529975931799,1.3809059951863598,-6.5422025520801546,4.102890689064569,-8.15537460374832,3.93833773562998,-8.15537460374832,3.93833773562998,-6.5422025520801546,4.102890689064569
