dp_eps,theoretical_rdp_eps,num_seed_blocks,nearly_tight_rdp_mean,nearly_tight_rdp_std,closed_scaled_alpha_mean,closed_scaled_alpha_std
2.0,0.1572213096579439,4,0.09452546440767093,0.05663383914551889,0.2495369283670988,0.071109506300945
4.38,0.6256961897512519,4,0.49338547149486534,0.10368752458729097,0.8182710712153455,0.1478173594732179
6.57,1.2490507665585242,4,0.8626073848817742,0.10361365760820712,1.3250593803039152,0.095376097303029
10.0,2.5011141721753143,4,1.8436437394494507,0.1540003791454819,2.2600881572507205,0.22379644246436706
17.85,6.24646034749627,4,4.4783017244450845,0.3096671425736419,3.940223808937528,0.6021609498219929
