dp_eps,theoretical_rdp_eps,num_seed_blocks,nearly_tight_rdp_mean,nearly_tight_rdp_std,closed_scaled_alpha_mean,closed_scaled_alpha_std
2.0,0.18866557158953268,4,0.04332165603233845,0.011400998377758704,0.22067672544796718,0.043527444964916916
4.38,0.7508354277015021,4,0.3876607768775775,0.047085177529468,1.019414293473056,0.11287302377304818
6.57,1.4988609198702292,4,0.8764252970297463,0.10233358902626381,2.017685406592947,0.24720959740248546
10.0,3.0013370066103775,4,1.9571168766716747,0.21469477502780104,3.727116912379309,0.520196206541187
17.85,7.495752416995524,4,5.208829737233186,0.442034744428016,7.3524494791485235,1.441439131638096
