group_root,dataset,alpha,seed_block,dp_eps,theoretical_rdp_eps,losses_in_count,losses_out_count,nearly_tight_dp_mean,nearly_tight_rdp_mean,closed_qp_raw,closed_pq_raw,closed_selected_raw,closed_scaled_alpha,closed_qp_mu0,closed_qp_var0,closed_qp_mu1,closed_qp_var1,closed_pq_mu0,closed_pq_var0,closed_pq_mu1,closed_pq_var1
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,5-9,2.0,0.1572213096579439,500,500,1.181246643412958,0.08214871589335757,0.10292941145536826,0.10483972527793017,0.10483972527793017,0.13104965659741272,-3.135300483226776,0.12495858988624048,-3.2798235945701597,0.126500164883827,-3.2798235945701597,0.126500164883827,-3.135300483226776,0.12495858988624048
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,10-14,2.0,0.1572213096579439,500,500,1.0965215848408172,0.07087737688376898,0.13395756842945758,0.11956673143366053,0.13395756842945758,0.16744696053682198,-3.1272050580978394,0.12253809090180358,-3.280579813480377,0.1135608887133008,-3.280579813480377,0.1135608887133008,-3.1272050580978394,0.12253809090180358
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,15-19,2.0,0.1572213096579439,500,500,0.8126524706824567,0.03793697074204555,0.13776020359151678,0.14619367330370575,0.14619367330370575,0.18274209162963218,-3.1304605584144594,0.11240723495837275,-3.2915134992599486,0.11695385097561463,-3.2915134992599486,0.11695385097561463,-3.1304605584144594,0.11240723495837275
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,20-24,2.0,0.1572213096579439,500,500,0.7000980670532373,0.03124256733271912,0.10780774708188233,0.11226494828254613,0.11226494828254613,0.14033118535318267,-3.1344053931236266,0.10959488102823979,-3.274086302280426,0.11259703844548193,-3.274086302280426,0.11259703844548193,-3.1344053931236266,0.10959488102823979
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,5-9,4.38,0.6256961897512519,500,500,2.6513542302617568,0.2884730217922873,0.41745913207152247,0.40902888465540704,0.41745913207152247,0.5218239150894031,-3.0874055690765383,0.03146509774381168,-3.231137465953827,0.031040039478741007,-3.231137465953827,0.031040039478741007,-3.0874055690765383,0.03146509774381168
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,10-14,4.38,0.6256961897512519,500,500,2.6983068253758415,0.2907566175841376,0.4918228380129637,0.4424081193037717,0.4918228380129637,0.6147785475162046,-3.083745348930359,0.030461003398202124,-3.2315793113708495,0.028383691293132587,-3.2315793113708495,0.028383691293132587,-3.083745348930359,0.030461003398202124
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,15-19,4.38,0.6256961897512519,500,500,2.5369528536352757,0.25325595155103625,0.4795683948950501,0.5054405375420159,0.5054405375420159,0.6318006719275199,-3.087062802314758,0.02811432172344896,-3.2371165289878845,0.029116731921374615,-3.2371165289878845,0.029116731921374615,-3.087062802314758,0.02811432172344896
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,20-24,4.38,0.6256961897512519,500,500,2.5671004421173,0.2573981233701527,0.43970743528971673,0.47153402364006497,0.47153402364006497,0.5894175295500812,-3.0871527581214906,0.026595529505938187,-3.2278531823158265,0.027864223051865894,-3.2278531823158265,0.027864223051865894,-3.0871527581214906,0.026595529505938187
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,5-9,6.57,1.2490507665585242,500,500,4.078393441442763,0.5788846267708636,0.8388233283611527,0.81250815799168,0.8388233283611527,1.0485291604514408,-3.080467071533203,0.015805232779759443,-3.224173237323761,0.015472920408175444,-3.224173237323761,0.015472920408175444,-3.080467071533203,0.015805232779759443
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,10-14,6.57,1.2490507665585242,500,500,4.209144965931125,0.6011992187225581,0.9597159140602257,0.8658656914331245,0.9597159140602257,1.199644892575282,-3.0779099073410032,0.015241770409974669,-3.2243015036582947,0.014231124485268332,-3.2243015036582947,0.014231124485268332,-3.0779099073410032,0.015241770409974669
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,15-19,6.57,1.2490507665585242,500,500,4.107378918609124,0.5696436575132778,0.927393018558794,0.9774702071608702,0.9774702071608702,1.2218377589510878,-3.080540139198303,0.014091766511394235,-3.2283018217086794,0.014594593668818814,-3.2283018217086794,0.014594593668818814,-3.080540139198303,0.014091766511394235
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,20-24,6.57,1.2490507665585242,500,500,4.234271598109787,0.6008067919021985,0.8869028339497639,0.959161521185616,0.959161521185616,1.19895190148202,-3.080239296913147,0.013223601513587938,-3.221672989845276,0.013932448096131768,-3.221672989845276,0.013932448096131768,-3.080239296913147,0.013223601513587938
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,5-9,10.0,2.5011141721753143,500,500,6.079210785354477,1.123363332144605,1.6936777404040084,1.6258643346051127,1.6936777404040084,2.1170971755050108,-3.077364929676056,0.007897248139645447,-3.221166446208954,0.007685022866699336,-3.221166446208954,0.007685022866699336,-3.077364929676056,0.007897248139645447
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,10-14,10.0,2.5011141721753143,500,500,6.6856099573667125,1.3039708935075418,1.8928571442691828,1.716537635593663,1.8928571442691828,2.3660714303364787,-3.075699311733246,0.00758835967950634,-3.2211435079574584,0.00710957787134214,-3.2211435079574584,0.00710957787134214,-3.075699311733246,0.00758835967950634
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,15-19,10.0,2.5011141721753143,500,500,6.616945211710785,1.274479258925247,1.8217006478813875,1.9238355251881434,1.9238355251881434,2.404794406485179,-3.077619969367981,0.007025421615338502,-3.223976744174957,0.007285600115724439,-3.223976744174957,0.007285600115724439,-3.077619969367981,0.007025421615338502
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,20-24,10.0,2.5011141721753143,500,500,6.7580781689497185,1.322662196460587,1.7886472032346235,1.9502173184874914,1.9502173184874914,2.437771648109364,-3.0772387137413024,0.006561213674566982,-3.2192193312644957,0.006950547787182681,-3.2192193312644957,0.006950547787182681,-3.0772387137413024,0.006561213674566982
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,5-9,17.85,6.24646034749627,500,500,11.262329129844165,3.05183180912885,4.245516314072878,4.055185779907096,4.245516314072878,5.306895392591098,-3.0759240007400512,0.0031641551608170403,-3.219740085601807,0.0030688729865445117,-3.219740085601807,0.0030688729865445117,-3.0759240007400512,0.0031641551608170403
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,10-14,17.85,6.24646034749627,500,500,11.839183972644648,3.296145602666063,4.664549655564493,4.242560540702511,4.664549655564493,5.8306870694556165,-3.074969996929169,0.00303804397716955,-3.2196499857902525,0.00285199307790341,-3.2196499857902525,0.00285199307790341,-3.074969996929169,0.00303804397716955
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,15-19,17.85,6.24646034749627,500,500,12.014878380172664,3.3713172595222574,4.481114903354895,4.736905146778414,4.736905146778414,5.9211314334730165,-3.07613458442688,0.0028117311829833815,-3.2214186844825745,0.0029177253430893255,-3.2214186844825745,0.0029177253430893255,-3.07613458442688,0.0028117311829833815
exp_data/model_init/fixed_worst,mnist_half_cnn,1.25,20-24,17.85,6.24646034749627,500,500,12.468545250778224,3.580518146510112,4.487672740719826,4.931173684266095,4.931173684266095,6.163967105332619,-3.0758681297302246,0.002617155642461739,-3.2183783559799193,0.002786806387007747,-3.2183783559799193,0.002786806387007747,-3.0758681297302246,0.002617155642461739
