dp_eps,theoretical_rdp_eps,num_seed_blocks,nearly_tight_rdp_mean,nearly_tight_rdp_std,closed_scaled_alpha_mean,closed_scaled_alpha_std
2.0,0.1572213096579439,4,0.0555514077129728,0.024789044918417612,0.1553924735292624,0.023893704923765753
4.38,0.6256961897512519,4,0.27247092857440347,0.019890015993360207,0.5894551660208022,0.04833357370023228
6.57,1.2490507665585242,4,0.5876335737272245,0.01589278200373704,1.1672409283649576,0.07985173858215469
10.0,2.5011141721753143,4,1.2561189202594951,0.090699076002199,2.3314336651090084,0.145864629662304
17.85,6.24646034749627,4,3.3249532044568206,0.21824163956163017,5.805670250213087,0.36106791654257064
